,pred_list,terms,count
174,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[SK,[B,mulnn,getStripe],getStripe]]",11
175,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SS,[BB,mulnn,[SK,[B,mulnn,getStripe],getStripe]],[BK,[addnn,1],getStripe]]",2
176,"3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,6,6,6,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,9,9,9,9,6,6,6,6,3,3,3,3,0,0,0,0,0,0,0,0,12,12,12,12,8,8,8,8,4,4,4,4,0,0,0,0,0,0,0,0,15,15,15,15,10,10,10,10,5,5,5,5,0,0,0,0,0,0,0,0","[SS,[BB,mulnn,[BK,[subnn,3],getDot]],[BK,[addnn,1],getStripe]]",2
177,"1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BS,[B,subnn,[B,I,I]],[SK,[B,mulnn,getStripe],getStripe]]",4
178,"0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,1,2,3,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,1,2,3,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,1,2,3,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,1,2,3,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,1,2,3,4","[SB,[B,subnn,getDot],[KB,[subnn,4],[B,I,I]]]",1
179,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4","[SB,[B,subnn,getStripe],[KB,[subnn,4],[B,I,I]]]",2
180,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,subnn,getDot],[SK,[B,mulnn,getStripe],getStripe]]",1
181,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8","[SC,[BB,subnn,[BK,[mulnn,3],getStripe]],getDot]",2
182,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,mulnn,getStripe],[BK,[subnn,2],getStripe]]",2
183,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,subnn,getDot],[BK,[mulnn,3],getStripe]]",1
184,"0,0,0,0,1,1,1,1,4,4,4,4,9,9,9,9,16,16,16,16,0,0,0,0,2,2,2,2,6,6,6,6,12,12,12,12,16,16,16,16,0,0,0,0,3,3,3,3,8,8,8,8,15,15,15,15,16,16,16,16,0,0,0,0,4,4,4,4,10,10,10,10,16,16,16,16,16,16,16,16,0,0,0,0,5,5,5,5,12,12,12,12,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getDot],[SK,[B,addnn,getStripe],getDot]]",5
185,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,12,12,12,12,8,8,8,8,4,4,4,4,0,0,0,0,0,0,0,0,16,16,16,16,12,12,12,12,6,6,6,6,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,8,8,8,8,0,0,0,0,0,0,0,0","[SS,[BB,mulnn,[BK,[subnn,3],getDot]],[BK,[mulnn,2],getStripe]]",4
186,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,mulnn,getStripe],[SK,[B,subnn,getDot],getStripe]]",2
187,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,mulnn,getDot],[SK,[K,subnn,1],getStripe]]",4
188,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15","[CC,[BB,subnn,[SK,[B,mulnn,getStripe],getStripe]],1]",1
189,"3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0","[SS,[BB,mulnn,[BK,[addnn,1],getDot]],[SK,[K,subnn,3],getDot]]",2
190,"0,0,0,0,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,1,2,3,4,3,4,5,6,5,6,7,8,7,8,9,10,9,10,11,12,2,4,6,8,4,6,8,10,6,8,10,12,8,10,12,14,10,12,14,16,3,6,9,12,5,8,11,14,7,10,13,16,9,12,15,16,11,14,16,16,4,8,12,16,6,10,14,16,8,12,16,16,10,14,16,16,12,16,16,16","[SC,[BB,addnn,[SC,[BB,addnn,[BC,[B,mulnn,[B,I,I]],getStripe]],getDot]],getDot]",1
191,"3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16","[BB,[mulnn,3],[KS,[B,mulnn,[B,I,I]],[B,I,I]]]",3
192,"3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16,3,6,11,16","[SB,[K,addnn,2],[KS,[B,mulnn,[B,I,I]],[B,I,I]]]",1
193,"3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0","[BB,[subnn,4],[KS,[B,mulnn,[B,I,I]],[B,I,I]]]",1
194,"4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4","[BB,[subnn,4],[SK,[B,subnn,getStripe],getDot]]",4
195,"4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12","[SS,[BK,addnn,getDot],[BK,[addnn,4],getDot]]",1
196,"2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4","[SS,[KB,addnn,[B,I,I]],[BC,[B,subnn,[B,I,I]],getDot]]",1
197,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,8,16,16,16,8,16,16,16,8,16,16,16,8,16,16,16,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SS,[BB,mulnn,[CB,[B,mulnn,getStripe],[B,I,I]]],[SK,[B,mulnn,getStripe],getStripe]]",2
198,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,8,8,8,8,6,6,6,6,4,4,4,4,2,2,2,2,0,0,0,0","[BS,[K,mulnn,2],[SK,[B,subnn,getStripe],getDot]]",1
199,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,6,6,6,6,3,3,3,3,0,0,0,0,0,0,0,0,12,12,12,12,9,9,9,9,6,6,6,6,3,3,3,3,0,0,0,0","[BS,[K,mulnn,3],[SK,[B,subnn,getStripe],getDot]]",1
200,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SB,[B,mulnn,getStripe],[BK,[subnn,4],getStripe]]",4
201,"3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","[CS,[BB,subnn,[SK,[K,subnn,4],getDot]],[B,I,I]]",1
202,"4,8,12,16,4,8,12,16,4,8,12,16,4,8,12,16,4,8,12,16,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SS,[BB,mulnn,[KB,I,I]],[BK,[subnn,4],getStripe]]",2
203,"16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SS,[BB,mulnn,[BK,[subnn,4],getStripe]],[BK,[subnn,4],getStripe]]",1
204,"2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0","[BS,[B,mulnn,[B,I,I]],[KB,[subnn,3],[B,I,I]]]",5
205,"5,4,3,2,4,3,2,1,3,2,1,0,2,1,0,0,1,0,0,0,5,4,3,2,4,3,2,1,3,2,1,0,2,1,0,0,1,0,0,0,5,4,3,2,4,3,2,1,3,2,1,0,2,1,0,0,1,0,0,0,5,4,3,2,4,3,2,1,3,2,1,0,2,1,0,0,1,0,0,0,5,4,3,2,4,3,2,1,3,2,1,0,2,1,0,0,1,0,0,0","[SS,[BB,addnn,[CB,[K,subnn,3],[B,I,I]]],[BK,[subnn,3],getDot]]",20
206,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4","[BK,getDot,I]",563
207,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0","[CB,[B,subnn,getStripe],[B,I,I]]",52
208,"2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5","[KB,[addnn,1],[B,I,I]]",163
209,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","[BB,[addnn,1],[BK,[subnn,4],getStripe]]",13
210,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,8,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,12,2,4,6,8,1,2,3,4,0,0,0,0,0,0,0,0,4,8,12,16,3,6,9,12,2,4,6,8,1,2,3,4,0,0,0,0","[BS,[B,mulnn,[B,I,I]],[SK,[B,subnn,getStripe],getDot]]",1
211,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","[SS,[BB,mulnn,[BC,[K,subnn,1],getStripe]],[BC,[K,subnn,1],getStripe]]",1
212,"1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16","[BS,[B,mulnn,[B,I,I]],[BK,[addnn,1],getDot]]",4
213,"0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2","[BS,[K,mulnn,2],[KC,[B,subnn,[B,I,I]],3]]",1
214,"0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3","[BS,[K,mulnn,3],[KC,[B,subnn,[B,I,I]],3]]",1
215,"0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4","[BS,[K,mulnn,4],[KC,[B,subnn,[B,I,I]],3]]",1
